SID,SPECIES_NAME,COMMON_NAME,YEAR,VESSEL,STRATUM,HAULJOIN,HAUL,STATION,LATITUDE,LONGITUDE,WTCPUE,NUMCPUE,AREA_FISHED_HA,DATETIME,BOTTOM_DEPTH,BOTTOM_TEMPERATURE,SURFACE_TEMPERATURE
10270,Isopsetta isolepis,butter sole,2022,162,10,-21073,16,E-11,56.33967,-161.6243,26.0635,91.5821,4.7280002,3-Jun-22,64,3.7,8.3
10270,Isopsetta isolepis,butter sole,2022,162,31,-21074,17,E-10,56.33388,-162.19524,4.349,10.168,4.5239974,3-Jun-22,75,3.4,9
10270,Isopsetta isolepis,butter sole,2022,162,31,-21075,18,D-10,56.00915,-162.27444,13.9332,38.7034,4.6507564,4-Jun-22,73,3.3,8.2
10270,Isopsetta isolepis,butter sole,2022,162,10,-21058,19,C-09,55.66309,-162.82125,36.3895,104.4355,4.1556753,4-Jun-22,50,3.7,8
10270,Isopsetta isolepis,butter sole,2022,162,31,-21076,20,D-09,55.98851,-162.8336,4.7953,15.2884,4.5786279,4-Jun-22,80,3.1,8.6
10270,Isopsetta isolepis,butter sole,2022,162,31,-21077,21,E-09,56.32135,-162.81094,1.5157,4.179,4.78584,4-Jun-22,78,2.9,8.3
10270,Isopsetta isolepis,butter sole,2022,162,31,-21124,43,C-08,55.6892,-163.40913,1.0425,2.8976,4.831645,11-Jun-22,82,3.1,8.4
10270,Isopsetta isolepis,butter sole,2022,162,31,-21125,44,B-08,55.33849,-163.42908,7.6046,23.861,4.5262168,11-Jun-22,51,3.7,8.5
10270,Isopsetta isolepis,butter sole,2022,162,31,-21126,46,B-07,55.31206,-164.01573,0.8827,3.4689,4.9006584,11-Jun-22,77,3.3,8.5
10270,Isopsetta isolepis,butter sole,2022,162,31,-21142,47,A-06,55.04517,-164.5606,0.2289,0.8996,4.446496,12-Jun-22,62,4.2,8.1
10270,Isopsetta isolepis,butter sole,2022,162,31,-21144,50,Z-05,54.70177,-165.11223,0.0669,1.3663,2.1957804,12-Jun-22,82,4.6,5.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21030,2,H-16,57.30753,-158.43592,1.1438,7.4257,4.7133706,30-May-22,31,5,5.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21031,3,I-16,57.65542,-158.36323,0.1631,0.7261,4.1314772,30-May-22,36,4.7,4.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21032,4,J-16,57.98505,-158.2956,0.037,0.2203,4.5395864,30-May-22,38,4.3,4.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21038,5,J-15,58.0042,-158.95891,0.1941,1.0322,4.843846,31-May-22,43,4.5,5.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21039,6,I-15,57.6946,-159.0139,0.3115,1.5162,4.6169354,31-May-22,45,3.9,3.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21040,7,H-15,57.35404,-159.05462,0.6153,2.6723,4.4905512,31-May-22,48,3.8,5.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21041,8,G-15,57.00917,-159.12665,0.501,2.7214,4.4094834,31-May-22,32,5.1,6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21046,9,F-13,56.65513,-160.37,1.4622,4.0099,4.2395364,1-Jun-22,60,3.8,6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21047,10,G-13,56.98144,-160.33982,1.3495,3.789,4.4867284,1-Jun-22,63,3.8,6.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21048,11,H-13,57.31677,-160.30308,0.6066,2.4099,4.564593,1-Jun-22,61,3.7,7.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21049,12,I-13,57.65502,-160.27538,4.7803,9.749,4.308113,1-Jun-22,54,3.6,7.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21078,13,J-13,57.98972,-160.2152,5.924,16.2972,4.6633765,2-Jun-22,51,3.8,6.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21079,14,K-12,58.2842,-160.79266,5.3834,29.0213,2.756598,2-Jun-22,33,5.4,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21080,15,K-11,58.23113,-161.55173,1.4684,6.2093,4.348305,2-Jun-22,40,4.4,5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21081,16,J-11,58.01504,-161.49195,20.7065,48.687,4.3543434,2-Jun-22,55,3.9,7.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21051,17,I-11,57.68774,-161.49309,13.6538,30.1269,3.9499575,3-Jun-22,53,3.4,7.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21050,18,H-11,57.3535,-161.54212,3.0698,4.6619,4.2901353,3-Jun-22,56,3.9,7.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21052,19,G-11,57.01258,-161.56909,24.7638,29.2824,4.5078325,3-Jun-22,69,3.3,8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21053,20,F-11,56.69727,-161.59051,11.6652,14.6922,4.6283048,3-Jun-22,86,3.3,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21054,21,G-10,57.02285,-162.15144,48.3718,55.1084,4.5546592,4-Jun-22,60,3.7,7.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21055,22,F-10,56.69916,-162.16955,11.248,12.9824,4.5446224,4-Jun-22,71,3.1,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21056,23,F-09,56.6677,-162.73861,1.5463,2.3301,4.7208472,4-Jun-22,73,3,7.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21057,24,G-09,56.98481,-162.77374,21.6279,33.8472,4.6680356,4-Jun-22,60,3.1,6.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21063,25,H-09,57.3325,-162.75388,40.6542,58.5374,4.4416072,5-Jun-22,50,3.4,6.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21066,28,I-09,57.66554,-162.72852,28.8045,72.8186,4.6416696,5-Jun-22,44,3.9,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21086,29,J-09,57.97811,-162.74596,6.0838,20.2977,4.5325296,6-Jun-22,41,3.9,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21087,30,K-08,58.31972,-163.36385,21.2068,73.7153,4.4495538,6-Jun-22,39,4.1,5.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21088,31,L-08,58.64762,-163.35205,13.3076,52.4095,4.5220839,6-Jun-22,32,5.1,6.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21089,32,M-08,58.96919,-163.34562,2.185,20.1366,4.7674368,6-Jun-22,23,7,7.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21090,33,L-06,58.69078,-164.65671,16.4596,45.6915,4.6835858,7-Jun-22,38,3.4,4.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21091,34,K-06,58.35153,-164.63567,29.1309,88.8511,4.738264,7-Jun-22,46,2.8,6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21096,35,J-06,58.01834,-164.60981,33.3814,84.5146,4.8630669,8-Jun-22,45,2.3,5.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21097,36,I-06,57.68729,-164.6171,9.99,23.8708,4.6500315,8-Jun-22,55,1.3,6.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21098,37,H-06,57.36227,-164.62111,5.7318,9.0719,4.8501376,8-Jun-22,65,1,7.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21099,38,H-07,57.33063,-164.02642,6.5128,8.3122,4.8122162,8-Jun-22,62,1.5,8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21100,39,I-07,57.65138,-163.98126,21.2023,48.017,4.8107943,9-Jun-22,53,2,6.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21101,40,J-07,57.96766,-164.01297,19.6344,55.0692,4.7758126,9-Jun-22,47,3.1,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21103,42,I-08,57.69167,-163.38976,18.5104,35.2255,4.5989403,9-Jun-22,48,2.8,7.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21115,44,G-08,57.02731,-163.41498,0.8704,1.345,5.2045752,10-Jun-22,67,2.1,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21116,45,G-07,57.02233,-164.02702,0.4113,0.4052,4.9354077,10-Jun-22,68,2.4,8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21117,46,F-07,56.69859,-164.01701,0.5736,1.1925,5.0314944,10-Jun-22,75,2.3,8.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21122,48,D-07,56.02798,-164.03843,0.2555,0.5942,5.0490392,11-Jun-22,90,2.6,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21137,49,C-07,55.72778,-163.98956,0.6053,0.5828,5.1475655,12-Jun-22,95,2.8,8.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21138,50,B-06,55.35389,-164.53466,1.3343,0.6189,4.847472,12-Jun-22,100,3.9,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21151,54,E-06,56.31433,-164.55659,2.6288,2.1338,4.6865328,13-Jun-22,88,2.2,7.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21152,55,F-06,56.63963,-164.62688,0.3366,0.3993,5.0091915,13-Jun-22,75,2.2,7.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21153,56,G-06,56.96491,-164.62633,4.3298,4.3138,4.8680676,13-Jun-22,69,2.3,7.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21154,57,H-05,57.29598,-165.20879,7.5659,7.1293,5.0496187,13-Jun-22,68,1.2,6.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21158,58,G-05,57.02398,-165.22092,5.8277,4.9388,5.0620052,14-Jun-22,72,1.5,6.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21159,59,F-05,56.68141,-165.21765,13.4444,14.3296,4.954768,14-Jun-22,76,2,7.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21160,60,E-05,56.3571,-165.21241,0.2265,0.4155,4.8132756,14-Jun-22,85,2.3,7.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21231,64,G-04,56.96595,-165.84958,10.9075,9.5092,4.942577,19-Jun-22,73,1.9,7.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21232,65,H-04,57.30029,-165.85231,8.0166,6.9962,5.0027292,19-Jun-22,69,1,7.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21239,66,I-05,57.63943,-165.23562,7.2379,14.4327,5.3350911,20-Jun-22,61,0.9,7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21240,67,J-05,57.98018,-165.24915,20.6393,34.8306,5.0530284,20-Jun-22,50,2.5,6.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21241,68,K-05,58.32062,-165.28325,9.8952,23.8472,5.032032,20-Jun-22,48,4,4.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21242,69,L-05,58.63783,-165.29268,97.0141,263.7928,4.4315089,20-Jun-22,41,4.5,5.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21263,70,M-05,58.96403,-165.27861,11.0432,28.2539,4.4241639,21-Jun-22,27,6.6,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21264,71,N-05,59.29832,-165.31714,0.2923,2.3131,4.7556004,21-Jun-22,22,8.4,8.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21265,72,O-04,59.60062,-165.86181,0.2009,4.803,4.580442,21-Jun-22,27,7.6,7.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21266,73,O-03,59.66544,-166.56695,2.665,27.2436,4.8818736,21-Jun-22,31,6.8,7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21278,74,N-03,59.35578,-166.58083,12.2038,35.0197,4.9400832,22-Jun-22,28,6.2,6.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21279,75,M-03,59.03262,-166.59155,17.8336,40.1398,4.9576696,22-Jun-22,33,4.9,4.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21280,76,L-03,58.69822,-166.5606,7.7706,21.4109,4.5304,22-Jun-22,41,3.7,4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,10,-21281,77,K-03,58.36332,-166.54574,22.4255,33.6381,4.9646089,22-Jun-22,48,2.3,5.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21282,78,J-03,58.01696,-166.53303,47.9448,75.3188,5.045222,23-Jun-22,62,0.6,7.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21283,79,I-03,57.69607,-166.50301,7.2302,6.7094,4.769415,23-Jun-22,66,0.7,7.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21284,80,H-02,57.357,-167.09673,0.3112,0.4299,4.6525611,23-Jun-22,70,1.5,7.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21285,81,G-02,57.0257,-167.08641,1.9111,2.1531,4.6445184,23-Jun-22,74,2.9,7.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,50,-21348,91,F-18,56.65013,-168.2498,0.2888,0.175,5.7128448,26-Jun-22,107,2.5,7.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,32,-21358,92,H-18,57.30936,-168.37863,5.9744,6.0957,4.921497,27-Jun-22,75,1.7,7.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21359,93,IH1918,57.48093,-168.73476,0.8044,0.9997,5.0013516,27-Jun-22,72,1.3,7.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21360,94,I-18,57.64234,-168.40236,2.0561,1.8149,4.9588448,27-Jun-22,70,1,6.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,31,-21361,95,I-01,57.64379,-167.76505,17.5544,20.9528,4.9635396,27-Jun-22,69,0.9,7.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21388,96,J-01,57.98114,-167.80287,11.9481,16.3171,4.96413,28-Jun-22,68,0.9,7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21389,97,K-01,58.29696,-167.82854,21.9278,36.9546,5.384981,28-Jun-22,61,0.8,7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21390,98,L-01,58.63913,-167.86567,15.3823,27.3332,4.975641,28-Jun-22,49,2.7,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21384,99,H-20,57.35749,-169.59438,8.0315,9.2891,4.8444014,29-Jun-22,67,1.5,5.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21386,101,G-20,57.00052,-169.57179,1.1916,0.8265,4.8397556,29-Jun-22,60,2.2,4.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,32,-21394,104,F-20,56.67744,-169.57817,5.043,2.1036,5.2292328,30-Jun-22,79,4.1,5.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21399,105,IH2120,57.48172,-169.9082,10.0439,10.7477,5.0243403,1-Jul-22,68,1.6,5.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21400,106,I-20,57.65528,-169.63745,4.2568,3.9754,4.77945,1-Jul-22,71,1,6.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21401,107,JI2120,57.8177,-169.96495,6.6043,5.8824,4.929957,1-Jul-22,72,0.5,6.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21402,108,J-20,57.99025,-169.68032,10.2055,11.727,4.945864,1-Jul-22,70,0.7,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21407,109,J-19,57.98669,-169.08032,12.3503,10.8976,4.9552003,2-Jul-22,70,0.7,6.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21408,110,K-19,58.32694,-169.10957,23.863,26.0479,4.7220745,2-Jul-22,68,0.9,6.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21409,111,L-19,58.6399,-169.12742,7.4885,11.4412,4.8945824,2-Jul-22,63,1.1,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21410,112,M-19,58.97631,-169.16847,34.1631,51.1335,4.5762525,2-Jul-22,54,1.6,6.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21428,113,M-18,58.97416,-168.53197,79.246,122.5718,4.593226,3-Jul-22,47,3,6.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21429,114,N-18,59.31493,-168.57692,7.8075,16.5403,4.4739232,3-Jul-22,42,4.3,4.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,20,-21430,115,N-19,59.35226,-169.20279,27.3518,51.006,4.9209874,3-Jul-22,50,2.5,6.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21431,116,N-20,59.34022,-169.88649,58.6423,86.8133,5.056828,3-Jul-22,61,0.8,6.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21448,117,M-20,59.01357,-169.81786,51.0971,62.5636,4.9549581,4-Jul-22,63,0.9,6.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21449,118,L-20,58.68529,-169.77289,4.2685,5.2482,3.4297537,4-Jul-22,67,0.8,6.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21464,119,K-20,58.34781,-169.72683,8.7487,6.8367,4.9731948,5-Jul-22,70,0.4,6.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21465,120,J-21,58.01894,-170.32229,10.4042,8.1241,4.9236015,5-Jul-22,75,0.3,6.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21466,121,JI2221,57.85866,-170.58398,2.7008,1.878,4.7922688,5-Jul-22,78,2.4,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21488,123,IH2221,57.52348,-170.57244,0.8405,0.9838,5.0824732,6-Jul-22,75,3.2,8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,42,-21491,126,G-21,57.00387,-170.15935,6.174,5.0265,4.774707,6-Jul-22,68,3.1,4.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21524,132,J-23,57.98303,-171.59536,3.5187,2.0558,4.8643576,12-Jul-22,96,1.6,8.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21528,135,M-23,58.97864,-171.78251,1.2743,0.8329,4.8024942,13-Jul-22,87,0.1,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21529,136,N-23,59.32572,-171.86146,0.7589,0.4005,4.994355,13-Jul-22,79,-0.5,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21530,137,N-22,59.31013,-171.18521,0.6644,0.3943,5.0725584,13-Jul-22,74,-0.2,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21531,138,O-22,59.65909,-171.27237,1.1117,0.8358,4.785633,13-Jul-22,71,-0.2,7.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21561,139,O-23,59.65633,-171.84077,2.0082,1.3674,5.1190648,14-Jul-22,77,-0.7,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21563,141,P-23,60.0017,-171.93972,16.3235,14.7077,4.8953826,14-Jul-22,65,1.1,7.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21564,142,P-22,59.96814,-171.30588,8.0221,5.1044,4.897711,14-Jul-22,68,-0.2,8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21574,143,Q-22,60.31367,-171.38067,3.9431,3.168,4.7348856,15-Jul-22,65,0,7.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21575,144,R-22,60.644,-171.43787,16.061,12.89,4.654764,15-Jul-22,62,0.2,8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21576,146,S-22,60.98727,-171.49993,30.8013,27.6012,5.1809432,15-Jul-22,59,0.1,7.9
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21577,147,S-23,61.01432,-172.14321,2.0073,2.1143,4.729725,15-Jul-22,62,-0.4,7.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21584,148,R-23,60.69421,-172.11196,16.7882,15.9017,5.0309046,16-Jul-22,60,-0.2,7.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21585,149,Q-23,60.36195,-172.0698,1.3751,1.7923,4.4635304,16-Jul-22,59,0.1,6.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21586,150,QP2423,60.17712,-172.30399,42.1016,49.9442,4.645188,16-Jul-22,57,3.8,4.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21587,151,P-24,60.00236,-172.61887,2.5728,1.7106,4.676591,16-Jul-22,65,0.5,8.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21596,152,R-24,60.67567,-172.8329,193.8252,188.7691,4.5240448,17-Jul-22,42,3.7,6.4
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21597,153,S-24,60.9995,-172.79254,7.367,6.078,4.7712922,17-Jul-22,65,0.4,7.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21598,154,S-25,60.99741,-173.45661,0.5202,0.3868,5.1707836,17-Jul-22,74,-0.8,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21599,155,R-25,60.67589,-173.42722,5.6021,3.8077,4.9898992,17-Jul-22,64,3.2,5.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21619,156,R-26,60.6907,-174.15491,0.5711,0.4169,4.797738,18-Jul-22,86,-0.5,8.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21621,158,QP2726,60.19536,-174.35207,0.4164,0.2082,4.8034846,18-Jul-22,99,0.8,8.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21622,159,P-26,60.02593,-173.95862,0.3578,0.1988,5.031381,18-Jul-22,95,0.5,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21651,160,PO2625,59.84519,-173.62207,0.6964,0.3901,5.1263574,19-Jul-22,94,0.6,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,62,-21652,161,O-26,59.67894,-173.83481,0.7055,0.3964,5.045984,19-Jul-22,103,0.6,8.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,43,-21653,162,ON2625,59.52214,-173.49469,0.2381,0.1936,5.1664515,19-Jul-22,101,0.7,8.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,62,-21655,164,O-27,59.68206,-174.45835,0.5034,0.3771,5.3043214,20-Jul-22,113,1.6,8.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,62,-21656,165,N-27,59.36933,-174.42781,1.2071,0.7045,5.6779719,20-Jul-22,118,2.8,8.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,61,-21704,176,P-28,59.99963,-175.21351,3.4606,1.5366,5.2062616,23-Jul-22,116,1.7,9.1
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,90,-21734,185,T-28,61.36642,-175.65716,0.1258,0.1869,5.3495256,26-Jul-22,96,-0.9,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,90,-21735,186,S-28,61.02685,-175.53366,7.425,4.9043,5.0975296,26-Jul-22,100,0.6,8.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,62,-21744,189,Q-27,60.30474,-174.69428,0.2601,0.1988,5.0291808,27-Jul-22,102,1,8.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,82,-21746,191,S-27,60.97671,-174.87717,0.2786,0.1921,5.2044426,27-Jul-22,91,0,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,82,-21747,192,T-27,61.30897,-175.00237,0.8846,0.7206,5.5508398,27-Jul-22,87,-0.6,8.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,82,-21775,193,U-27,61.65203,-175.083,0.4728,0.396,5.0504678,28-Jul-22,85,-1.3,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,82,-21777,195,T-26,61.35894,-174.33355,0.1763,0.2103,4.75452,28-Jul-22,77,-1.3,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,41,-21778,196,S-26,61.00249,-174.15042,1.4044,0.9862,5.0699333,28-Jul-22,81,-0.8,8.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,82,-21783,197,T-25,61.33889,-173.56343,28.4417,23.0255,4.820739,29-Jul-22,73,-0.7,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,94,82,-21784,198,U-25,61.64858,-173.66667,1.415,1.643,4.8692448,29-Jul-22,69,-1.1,8.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21035,3,F-14,56.65598,-159.77891,0.3303,2.3762,4.6291896,31-May-22,38,5.1,6.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21036,4,G-14,56.9824,-159.70445,1.6326,5.1467,4.468853,31-May-22,56,4.2,6.3
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21037,5,H-14,57.31951,-159.64866,1.9785,6.4117,4.8348859,31-May-22,56,3.2,8.7
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21042,6,I-14,57.65005,-159.63167,8.7947,23.4138,4.0574334,1-Jun-22,51,3.2,5.8
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21043,7,J-14,57.98858,-159.58804,3.3323,11.1289,4.8522163,1-Jun-22,42,4.3,4.6
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21044,8,K-14,58.33362,-159.52085,15.7017,105.4686,4.5795618,1-Jun-22,24,5.6,6.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21045,9,K-13,58.29033,-159.97173,19.2317,88.8184,4.627422,1-Jun-22,41,4.4,4.5
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,10,-21067,10,J-12,58.01873,-160.84237,17.1661,45.4236,4.204865,2-Jun-22,46,3.2,6.2
10285,Pleuronectes quadrituberculatus,Alaska plaice,2022,162,31,-21068,11,I-12,57.69638,-160.87253,5.2473,11.7603,4.59173,2-Jun-22,57,3.3,6.5
